Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2020,Quinta,Cavite,7,6,13
2020,Quinta,Iloilo,7,23,30
2020,Quinta,Laguna,0.0,17.0,17.0
2020,Quinta,Laguna,0,17,17
2020,Quinta,Marinduque,753,13388,14141
2020,Quinta,Masbate,188.0,1513.0,1701.0
2020,Quinta,Masbate,188,1513,1701
2020,Quinta,Negros Occidental,3.0,42.0,45.0
2020,Quinta,Negros Occidental,3,42,45
2020,Quinta,Negros Oriental,6.0,1.0,7.0
2020,Quinta,Negros Oriental,6,1,7
2020,Quinta,Occidental Mindoro,1690.0,5826.0,7516.0
2020,Quinta,Occidental Mindoro,1690,5826,7516
2020,Quinta,Oriental Mindoro,4354.0,33299.0,37653.0
2020,Quinta,Oriental Mindoro,4354,33299,37653
2020,Quinta,Quezon,565.0,5190.0,5755.0
2020,Quinta,Quezon,565,5190,5755
2020,Quinta,Rizal,13.0,6.0,19.0
2020,Quinta,Romblon,17.0,424.0,441.0
2020,Quinta,Romblon,17,424,441
2020,Quinta,Sorsogon,8.0,325.0,333.0
2020,Quinta,Sorsogon,8,325,333
2020,Rolly,Albay,17299.0,58975.0,76274.0
2020,Rolly,Albay,17299,58975,76274
2020,Rolly,Apayao,0.0,2.0,2.0
2020,Rolly,Apayao,0,2,2
2020,Rolly,Batangas,426.0,5502.0,5928.0
2020,Rolly,Batangas,426,5502,5928
2020,Rolly,Camarines Norte,116.0,934.0,1050.0
2020,Rolly,Camarines Norte,116,934,1050
2020,Rolly,Camarines Sur,4585.0,20232.0,24817.0
2020,Rolly,Camarines Sur,4585,20232,24817
2020,Rolly,Catanduanes,13029.0,22076.0,35105.0
2020,Rolly,Catanduanes,13029,22076,35105
2020,Rolly,Cavite,0.0,1.0,1.0
2020,Rolly,Cavite,0,1,1
2020,Rolly,Laguna,27.0,213.0,240.0
2020,Rolly,Laguna,27,213,240
2020,Rolly,Marinduque,93.0,709.0,802.0
2020,Rolly,Marinduque,93,709,802
2020,Rolly,Masbate,0.0,2.0,2.0
2020,Rolly,Masbate,0,2,2
2020,Rolly,Oriental Mindoro,0.0,2.0,2.0
2020,Rolly,Oriental Mindoro,0,2,2
2020,Rolly,Quezon,1427.0,16887.0,18314.0
2020,Rolly,Quezon,1427,16887,18314
2020,Rolly,Sorsogon,447.0,7789.0,8236.0
2020,Rolly,Sorsogon,447,7789,8236
2020,Ulysses,Abra,0,11,11
2020,Ulysses,Albay,86,756,842
2020,Ulysses,Aurora,519,5422,5941
2020,Ulysses,Bataan,15,165,180
2020,Ulysses,Batangas,7,192,199
2020,Ulysses,Benguet,21,346,367
2020,Ulysses,Bulacan,3834,28955,32789
2020,Ulysses,Cagayan,172.0,475.0,647.0
2020,Ulysses,Cagayan,172,475,647
2020,Ulysses,Camarines Norte,4463,28930,33393
2020,Ulysses,Camarines Sur,9505,50641,60146
2020,Ulysses,Ifugao,29,294,323
2020,Ulysses,Ilocos Norte,0,11,11
2020,Ulysses,Isabela,68,166,234
2020,Ulysses,Kalinga,1,110,111
2020,Ulysses,La Union,1.0,10.0,11.0
2020,Ulysses,La Union,1,10,11
2020,Ulysses,Laguna,207,1533,1740
2020,Ulysses,Masbate,46,39,85
2020,Ulysses,Metro Manila,31,0,31
2020,Ulysses,Mountain Province,0,104,104
2020,Ulysses,Nueva Ecija,1832,18560,20392
2020,Ulysses,Nueva Vizcaya,27,471,498
2020,Ulysses,Pampanga,692,11038,11730
2020,Ulysses,Pangasinan,118.0,2816.0,2934.0
2020,Ulysses,Pangasinan,118,2816,2934
2020,Ulysses,Quezon,2319,20577,22896
2020,Ulysses,Quirino,107,14,121
2020,Ulysses,Rizal,1731,3544,5275
2020,Ulysses,Sorsogon,2,28,30
2020,Ulysses,Tarlac,666,7022,7688
2020,Ulysses,Zambales,11,430,441
2020,Vicky,Agusan del Sur,338,0,338
2020,Vicky,Cebu,60,35,95
2020,Vicky,Davao de Oro,0,1,1
2020,Vicky,Dinagat Islands,2,0,2
2020,Vicky,Surigao del Sur,71,540,611
2021,Auring,Agusan del Norte,3.0,2.0,5.0
2021,Auring,Davao de Oro,0.0,1.0,1.0
2021,Auring,Misamis Oriental,1.0,3.0,4.0
2021,Auring,Southern Leyte,1.0,0.0,1.0
2021,Auring,Surigao del Norte,2.0,42.0,44.0
2021,Auring,Surigao del Sur,425.0,1763.0,2188.0
2021,Bising,Biliran,1.0,50.0,51.0
2021,Bising,Catanduanes,3.0,2.0,5.0
2021,Bising,Dinagat Islands,7.0,8.0,15.0
2021,Bising,Eastern Samar,0.0,4.0,4.0
2021,Bising,Leyte,0.0,16.0,16.0
2021,Bising,Northern Samar,72.0,407.0,479.0
2021,Bising,Southern Leyte,0.0,1.0,1.0
2021,Bising,Surigao del Norte,1.0,5.0,6.0
2021,Crising,Davao Oriental,2.0,95.0,97.0
2021,Dante,Agusan del Norte,0.0,3.0,3.0
2021,Dante,Aklan,0.0,1.0,1.0
2021,Dante,Biliran,33.0,239.0,272.0
2021,Dante,Davao de Oro,3.0,3.0,6.0
2021,Dante,Isabela,2.0,3.0,5.0
2021,Dante,Leyte,14.0,63.0,77.0
2021,Dante,Masbate,28.0,264.0,292.0
2021,Dante,Negros Occidental,81.0,2552.0,2633.0
2021,Dante,Southern Leyte,1.0,12.0,13.0
2021,Fabian,Bataan,0.0,1.0,1.0
2021,Fabian,Batangas,22.0,103.0,125.0
2021,Fabian,Benguet,3.0,51.0,54.0
2021,Fabian,Cavite,35.0,45.0,80.0
2021,Fabian,Iloilo,38.0,118.0,156.0
2021,Fabian,Kalinga,2.0,0.0,2.0
2021,Fabian,La Union,6.0,130.0,136.0
2021,Fabian,Occidental Mindoro,19.0,75.0,94.0
2021,Fabian,Oriental Mindoro,18.0,58.0,76.0
2021,Fabian,Pampanga,0.0,2.0,2.0
2021,Fabian,Rizal,0.0,1.0,1.0
2021,Jolina,Antique,0.0,2.0,2.0
2021,Jolina,Batangas,246.0,3644.0,3890.0
2021,Jolina,Biliran,23.0,477.0,500.0
2021,Jolina,Capiz,0.0,12.0,12.0
2021,Jolina,Cavite,3.0,2.0,5.0
2021,Jolina,Eastern Samar,172.0,9833.0,10005.0
2021,Jolina,Laguna,0.0,23.0,23.0
2021,Jolina,Leyte,6.0,22.0,28.0
2021,Jolina,Marinduque,8.0,1294.0,1302.0
2021,Jolina,Masbate,327.0,1706.0,2033.0
2021,Jolina,Negros Occidental,2.0,8.0,10.0
2021,Jolina,Oriental Mindoro,3.0,10.0,13.0
2021,Jolina,Quezon,63.0,1053.0,1116.0
2021,Jolina,Romblon,0.0,14.0,14.0
2021,Jolina,Samar,185.0,2504.0,2689.0
2021,Kiko,Bataan,1.0,0.0,1.0
2021,Kiko,Batanes,265.0,2060.0,2325.0
2021,Kiko,Benguet,0.0,2.0,2.0
2021,Kiko,Cagayan,2.0,14.0,16.0
2021,Lannie,Guimaras,1.0,1.0,2.0
2021,Maring,Abra,29.0,735.0,764.0
2021,Maring,Agusan del Norte,23.0,55.0,78.0
2021,Maring,Antique,7.0,13.0,20.0
2021,Maring,Apayao,0.0,1.0,1.0
2021,Maring,Bataan,28.0,0.0,28.0
2021,Maring,Benguet,75.0,391.0,466.0
2021,Maring,Cagayan,6.0,31.0,37.0
2021,Maring,Cavite,2.0,0.0,2.0
2021,Maring,Ifugao,0.0,4.0,4.0
2021,Maring,Ilocos Norte,1.0,37.0,38.0
2021,Maring,Ilocos Sur,150.0,2960.0,3110.0
2021,Maring,Iloilo,0.0,4.0,4.0
2021,Maring,La Union,303.0,7749.0,8052.0
2021,Maring,Nueva Vizcaya,3.0,26.0,29.0
2021,Maring,Occidental Mindoro,1.0,0.0,1.0
2021,Maring,Palawan,61.0,257.0,318.0
2021,Maring,Pangasinan,41.0,74.0,115.0
2021,Maring,Quezon,8.0,0.0,8.0
2021,Maring,Surigao del Sur,4.0,37.0,41.0
2021,Maring,Zambales,0.0,1.0,1.0
2021,Odette,Agusan del Norte,2831.0,9300.0,12131.0
2021,Odette,Agusan del Sur,138.0,512.0,650.0
2021,Odette,Aklan,20.0,1623.0,1643.0
2021,Odette,Antique,2392.0,20187.0,22579.0
2021,Odette,Bohol,93634.0,206499.0,300133.0
2021,Odette,Bukidnon,68.0,75.0,143.0
2021,Odette,Camiguin,282.0,2999.0,3281.0
2021,Odette,Capiz,34.0,587.0,621.0
2021,Odette,Cebu,127509.0,580508.0,708017.0
2021,Odette,Cotabato,1.0,0.0,1.0
2021,Odette,Dinagat Islands,16336.0,14104.0,30440.0
2021,Odette,Eastern Samar,88.0,1027.0,1115.0
2021,Odette,Guimaras,759.0,12000.0,12759.0
2021,Odette,Isabela,2605.0,11713.0,14318.0
2021,Odette,Lanao del Norte,15.0,42.0,57.0
2021,Odette,Lanao del Sur,13.0,60.0,73.0
2021,Odette,Leyte,17044.0,71466.0,88510.0
2021,Odette,Misamis Occidental,9.0,38.0,47.0
2021,Odette,Misamis Oriental,483.0,3235.0,3718.0
2021,Odette,Negros Occidental,56328.0,264387.0,320715.0
2021,Odette,Negros Oriental,24360.0,109042.0,133402.0
2021,Odette,Oriental Mindoro,2.0,0.0,2.0
2021,Odette,Palawan,15463.0,74319.0,89782.0
2021,Odette,Siquijor,156.0,4509.0,4665.0
2021,Odette,Southern Leyte,35089.0,62996.0,98085.0
2021,Odette,Surigao del Norte,50685.0,73977.0,124662.0
2021,Odette,Surigao del Sur,323.0,7671.0,7994.0
2021,Odette,Zamboanga del Norte,1.0,23.0,24.0
2021,Odette,Zamboanga del Sur,135.0,80.0,215.0
2022,Agaton,Agusan del Sur,2.0,2.0,4.0
2022,Agaton,Aklan,2.0,76.0,78.0
2022,Agaton,Antique,5.0,293.0,298.0
2022,Agaton,Biliran,7.0,122.0,129.0
2022,Agaton,Bukidnon,2.0,42.0,44.0
2022,Agaton,Capiz,572.0,2473.0,3045.0
2022,Agaton,Cebu,27.0,204.0,231.0
2022,Agaton,Davao de Oro,0.0,3.0,3.0
2022,Agaton,Eastern Samar,0.0,1.0,1.0
2022,Agaton,Iloilo,1324.0,13443.0,14767.0
2022,Agaton,Leyte,364.0,505.0,869.0
2022,Agaton,Masbate,0.0,5.0,5.0
2022,Agaton,Misamis Oriental,0.0,3.0,3.0
2022,Agaton,Negros Occidental,4.0,2.0,6.0
2022,Agaton,Negros Oriental,0.0,2.0,2.0
2022,Agaton,Northern Samar,0.0,4.0,4.0
2022,Agaton,Quezon,0.0,14.0,14.0
2022,Agaton,Sarangani,5.0,36.0,41.0
2022,Agaton,South Cotabato,0.0,2.0,2.0
2022,Agaton,Southern Leyte,5.0,0.0,5.0
2022,Agaton,Sultan Kudarat,0.0,3.0,3.0
2022,Ester,Antique,1.0,1.0,2.0
2022,Ester,Masbate,10.0,23.0,33.0
2022,Florita,Bataan,0.0,5.0,5.0
2022,Florita,Benguet,1.0,0.0,1.0
2022,Florita,Cagayan,1.0,44.0,45.0
2022,Florita,Ilocos Norte,0.0,1.0,1.0
2022,Florita,Ilocos Sur,0.0,2.0,2.0
2022,Florita,Isabela,2.0,0.0,2.0
2022,Florita,Pangasinan,0.0,14.0,14.0
2022,Florita,Rizal,0.0,1.0,1.0
2022,Florita,Zambales,10.0,8.0,18.0
2022,Henry,Benguet,0.0,12.0,12.0
2022,Karding,Abra,0.0,1.0,1.0
2022,Karding,Aurora,443.0,3861.0,4304.0
2022,Karding,Benguet,1.0,1.0,2.0
2022,Karding,Bulacan,688.0,4939.0,5627.0
2022,Karding,Laguna,5.0,61.0,66.0
2022,Karding,Nueva Ecija,10390.0,66691.0,77081.0
2022,Karding,Nueva Vizcaya,0.0,4.0,4.0
2022,Karding,Pampanga,62.0,1956.0,2018.0
2022,Karding,Pangasinan,14.0,248.0,262.0
2022,Karding,Quezon,3128.0,12215.0,15343.0
2022,Karding,Rizal,14.0,13.0,27.0
2022,Karding,Tarlac,332.0,3708.0,4040.0
2022,Karding,Zambales,7.0,145.0,152.0
2022,Neneng,Benguet,1.0,9.0,10.0
2022,Neneng,Cagayan,49.0,61.0,110.0
2022,Neneng,Ilocos Norte,9.0,147.0,156.0
2022,Neneng,Pangasinan,0.0,1.0,1.0
2022,Paeng,Abra,1.0,23.0,24.0
2022,Paeng,Agusan del Norte,10.0,14.0,24.0
2022,Paeng,Aklan,129.0,5904.0,6033.0
2022,Paeng,Antique,963.0,5444.0,6407.0
2022,Paeng,Apayao,1.0,0.0,1.0
2022,Paeng,Aurora,0.0,32.0,32.0
2022,Paeng,Bataan,10.0,81.0,91.0
2022,Paeng,Batangas,243.0,4959.0,5202.0
2022,Paeng,Benguet,5.0,89.0,94.0
2022,Paeng,Biliran,0.0,29.0,29.0
2022,Paeng,Bulacan,7.0,135.0,142.0
2022,Paeng,Cagayan,44.0,5.0,49.0
2022,Paeng,Camarines Norte,194.0,2692.0,2886.0
2022,Paeng,Camarines Sur,19.0,64.0,83.0
2022,Paeng,Capiz,41.0,3476.0,3517.0
2022,Paeng,Catanduanes,25.0,328.0,353.0
2022,Paeng,Cavite,178.0,1.924,179.924
2022,Paeng,Cebu,11.0,39.0,50.0
2022,Paeng,Cotabato,74.0,273.0,347.0
2022,Paeng,Davao Occidental,104.0,497.0,601.0
2022,Paeng,Davao Oriental,5.0,18.0,23.0
2022,Paeng,Dinagat Islands,2.0,1.0,3.0
2022,Paeng,Eastern Samar,0.0,3.0,3.0
2022,Paeng,Guimaras,2.0,19.0,21.0
2022,Paeng,Ifugao,9.0,66.0,75.0
2022,Paeng,Ilocos Sur,1.0,15.0,16.0
2022,Paeng,Iloilo,669.0,6.442,675.442
2022,Paeng,Isabela,0.0,3.0,3.0
2022,Paeng,Kalinga,4.0,381.0,385.0
2022,Paeng,La Union,18.0,703.0,721.0
2022,Paeng,Laguna,726.0,2766.0,3492.0
2022,Paeng,Lanao del Norte,19.0,140.0,159.0
2022,Paeng,Leyte,81.0,5769.0,5850.0
2022,Paeng,Marinduque,108.0,2467.0,2575.0
2022,Paeng,Masbate,0.0,141.0,141.0
2022,Paeng,Misamis Oriental,76.0,529.0,605.0
2022,Paeng,Negros Occidental,381.0,3707.0,4088.0
2022,Paeng,Northern Samar,1.0,45.0,46.0
2022,Paeng,Nueva Vizcaya,6.0,28.0,34.0
2022,Paeng,Occidental Mindoro,43.0,239.0,282.0
2022,Paeng,Oriental Mindoro,38.0,181.0,219.0
2022,Paeng,Palawan,46.0,290.0,336.0
2022,Paeng,Pampanga,5.0,16.0,21.0
2022,Paeng,Pangasinan,14.0,260.0,274.0
2022,Paeng,Quezon,550.0,8033.0,8583.0
2022,Paeng,Quirino,0.0,2.0,2.0
2022,Paeng,Rizal,24.0,45.0,69.0
2022,Paeng,Romblon,7.0,197.0,204.0
2022,Paeng,Samar,79.0,485.0,564.0
2022,Paeng,Sarangani,121.0,519.0,640.0
2022,Paeng,Sorsogon,3.0,70.0,73.0
2022,Paeng,South Cotabato,14.0,217.0,231.0
2022,Paeng,Southern Leyte,6.0,1.0,7.0
2022,Paeng,Sultan Kudarat,200.0,422.0,622.0
2022,Paeng,Surigao del Norte,0.0,1.0,1.0
2022,Paeng,Tarlac,0.0,21.0,21.0
2022,Paeng,Zambales,121.0,204.0,325.0
2022,Paeng,Zamboanga del Norte,51.0,136.0,187.0
2022,Paeng,Zamboanga del Sur,97.0,21.0,118.0
2023,Amang,Antique,0.0,36.0,36.0
2023,Amang,Cavite,0.0,2.0,2.0
2023,Amang,Guimaras,0.0,15.0,15.0
2023,Amang,Iloilo,9.0,51.0,60.0
2023,Amang,Palawan,0.0,4.0,4.0
2023,Betty,Abra,0.0,7.0,7.0
2023,Betty,Aklan,1.0,6.0,7.0
2023,Betty,Antique,0.0,6.0,6.0
2023,Betty,Apayao,0.0,2.0,2.0
2023,Betty,Aurora,2.0,2.0,4.0
2023,Betty,Benguet,0.0,9.0,9.0
2023,Betty,Guimaras,0.0,1.0,1.0
2023,Betty,Ifugao,0.0,2.0,2.0
2023,Betty,Ilocos Sur,0.0,8.0,8.0
2023,Betty,Iloilo,5.0,21.0,26.0
2023,Betty,La Union,0.0,1.0,1.0
2023,Betty,Negros Occidental,1.0,2.0,3.0
2023,Betty,Pangasinan,0.0,1.0,1.0
2023,Egay,Abra,454.0,12386.0,12840.0
2023,Egay,Aklan,6.0,73.0,79.0
2023,Egay,Antique,12.0,260.0,272.0
2023,Egay,Apayao,25.0,321.0,346.0
2023,Egay,Aurora,1.0,92.0,93.0
2023,Egay,Basilan,2.0,20.0,22.0
2023,Egay,Bataan,0.0,3.0,3.0
2023,Egay,Benguet,58.0,756.0,814.0
2023,Egay,Bulacan,0.0,1.0,1.0
2023,Egay,Cagayan,860.0,16534.0,17394.0
2023,Egay,Camarines Norte,15.0,79.0,94.0
2023,Egay,Cavite,0.0,3.0,3.0
2023,Egay,Cotabato,0.0,3.0,3.0
2023,Egay,Davao Oriental,7.0,28.0,35.0
2023,Egay,Davao del Norte,30.0,63.0,93.0
2023,Egay,Davao del Sur,3.0,1.0,4.0
2023,Egay,Guimaras,3.0,53.0,56.0
2023,Egay,Ifugao,9.0,481.0,490.0
2023,Egay,Ilocos Norte,300.0,7613.0,7913.0
2023,Egay,Ilocos Sur,242.0,10690.0,10932.0
2023,Egay,Iloilo,17.0,311.0,328.0
2023,Egay,Isabela,1.0,13.0,14.0
2023,Egay,Kalinga,2.0,274.0,276.0
2023,Egay,La Union,18.0,923.0,941.0
2023,Egay,Misamis Oriental,1.0,6.0,7.0
2023,Egay,Negros Occidental,58.0,1328.0,1386.0
2023,Egay,Nueva Ecija,17.0,226.0,243.0
2023,Egay,Nueva Vizcaya,3.0,65.0,68.0
2023,Egay,Palawan,1.0,4.0,5.0
2023,Egay,Pampanga,0.0,6.0,6.0
2023,Egay,Pangasinan,20.0,106.0,126.0
2023,Egay,Quirino,4.0,40.0,44.0
2023,Egay,Rizal,5.0,9.0,14.0
2023,Egay,Tarlac,0.0,1.0,1.0
2023,Egay,Zambales,0.0,5.0,5.0
2023,Falcon,Abra,195.0,4900.0,5095.0
2023,Falcon,Aklan,4.0,5.0,9.0
2023,Falcon,Antique,0.0,159.0,159.0
2023,Falcon,Apayao,11.0,73.0,84.0
2023,Falcon,Bataan,8.0,39.0,47.0
2023,Falcon,Batangas,5.0,103.0,108.0
2023,Falcon,Benguet,2.0,292.0,294.0
2023,Falcon,Biliran,0.0,2.0,2.0
2023,Falcon,Bulacan,32.0,74.0,106.0
2023,Falcon,Cagayan,265.0,3948.0,4213.0
2023,Falcon,Cavite,0.0,1.0,1.0
2023,Falcon,Davao del Norte,34.0,462.0,496.0
2023,Falcon,Guimaras,0.0,27.0,27.0
2023,Falcon,Ifugao,1.0,43.0,44.0
2023,Falcon,Ilocos Norte,211.0,5194.0,5405.0
2023,Falcon,Ilocos Sur,2275.0,6619.0,8894.0
2023,Falcon,Iloilo,15.0,100.0,98.0
2023,Falcon,Isabela,0.0,1.0,0.0
2023,Falcon,Kalinga,4.0,55.0,59.0
2023,Falcon,La Union,6.0,340.0,346.0
2023,Falcon,Misamis Oriental,0.0,0.0,6.0
2023,Falcon,Negros Occidental,52.0,590.0,642.0
2023,Falcon,Nueva Ecija,25.0,4.0,29.0
2023,Falcon,Nueva Vizcaya,13.0,567.0,580.0
2023,Falcon,Palawan,3.0,0.0,3.0
2023,Falcon,Pampanga,0.0,15.0,15.0
2023,Falcon,Pangasinan,25.0,4586.0,4611.0
2023,Falcon,Quezon,1.0,1.0,2.0
2023,Falcon,Quirino,1.0,0.0,41.0
2023,Falcon,Rizal,0.0,5.0,5.0
2023,Falcon,Tarlac,3.0,3.0,6.0
2023,Falcon,Zambales,14.0,14.0,28.0
2023,Goring,Aklan,0.0,1.0,1.0
2023,Goring,Antique,22.0,36.0,58.0
2023,Goring,Batangas,17.0,31.0,48.0
2023,Goring,Cagayan,0.0,3.0,3.0
2023,Goring,Cavite,2.0,0.0,2.0
2023,Goring,Ilocos Sur,6.0,1.0,7.0
2023,Goring,Iloilo,17.0,75.0,92.0
2023,Goring,Kalinga,1.0,6.0,7.0
2023,Goring,Negros Occidental,34.0,163.0,197.0
2023,Goring,Occidental Mindoro,10.0,35.0,45.0
2023,Goring,Palawan,0.0,10.0,10.0
2023,Hanna,Abra,22.0,54.0,76.0
2023,Hanna,Antique,67.0,401.0,468.0
2023,Hanna,Bataan,2.0,7.0,9.0
2023,Hanna,Batangas,3.0,24.0,10.0
2023,Hanna,Benguet,0.0,4.0,4.0
2023,Hanna,Cagayan,0.0,6.0,6.0
2023,Hanna,Cavite,1.0,1.0,0.0
2023,Hanna,Guimaras,2.0,4.0,6.0
2023,Hanna,Iloilo,4.0,69.0,73.0
2023,Hanna,Negros Occidental,59.0,323.0,382.0
2023,Hanna,Occidental Mindoro,10.0,15.0,25.0
2023,Hanna,Palawan,4.0,0.0,4.0
2023,Ineng,Aklan,1.0,0.0,1.0
2023,Ineng,Antique,1.0,21.0,22.0
2023,Ineng,Cagayan,1.0,0.0,1.0
2023,Ineng,Cavite,0.0,0.0,1.0
2023,Ineng,Guimaras,3.0,3.0,6.0
2023,Ineng,Ilocos Norte,1.0,13.0,14.0
2023,Ineng,Ilocos Sur,62.0,6263.0,6325.0
2023,Ineng,Iloilo,4.0,5.0,9.0
2023,Ineng,La Union,6.0,21.0,27.0
2023,Ineng,Negros Occidental,84.0,352.0,436.0
2023,Ineng,Occidental Mindoro,1.0,0.0,1.0
2023,Ineng,Pangasinan,0.0,8.0,8.0
2023,Jenny,Aklan,0.0,2.0,2.0
2023,Jenny,Iloilo,1.0,23.0,24.0
2023,Kabayan,Agusan del Sur,26.0,189.0,215.0
2023,Kabayan,Camiguin,0.0,1.0,1.0
2023,Kabayan,Davao Oriental,120.0,556.0,676.0
2023,Kabayan,Dinagat Islands,0.0,3.0,3.0
2023,Kabayan,Misamis Oriental,0.0,1.0,1.0
2023,Kabayan,Palawan,2.0,0.0,2.0
2023,Kabayan,Surigao del Norte,1.0,0.0,1.0
2023,Kabayan,Surigao del Sur,38.0,1913.0,1951.0
2024,Aghon,Batangas,71.0,627.0,698.0
2024,Aghon,Eastern Samar,0.0,5.0,5.0
2024,Aghon,Laguna,95.0,1296.0,1391.0
2024,Aghon,Northern Samar,4.0,10.0,14.0
2024,Aghon,Quezon,582.0,4967.0,5549.0
2024,Aghon,Rizal,22.0,55.0,77.0
2024,Aghon,Samar,0.0,2.0,2.0
2024,Butchoy,Agusan del Sur,1.0,4.0,5.0
2024,Butchoy,Basilan,1.0,3.0,4.0
2024,Butchoy,Bukidnon,7.0,4.0,11.0
2024,Butchoy,Davao Occidental,8.0,32.0,40.0
2024,Butchoy,Lanao del Norte,0.0,3.0,3.0
2024,Butchoy,Misamis Oriental,1.0,6.0,7.0
2024,Butchoy,Negros Oriental,4.0,7.0,11.0
2024,Butchoy,Sarangani,9.0,6.0,15.0
2024,Butchoy,Sultan Kudarat,15.0,8.0,23.0
2024,Butchoy,Zamboanga del Norte,11.0,8.0,19.0
2024,Butchoy,Zamboanga del Sur,0.0,11.0,11.0
2024,Carina,Abra,0.0,16.0,16.0
2024,Carina,Aklan,0.0,1.0,1.0
2024,Carina,Albay,12.0,0.0,12.0
2024,Carina,Antique,9.0,46.0,55.0
2024,Carina,Basilan,0.0,2.0,2.0
2024,Carina,Batangas,92.0,768.0,860.0
2024,Carina,Benguet,18.0,107.0,125.0
2024,Carina,Bukidnon,3.0,1.0,4.0
2024,Carina,Bulacan,467.0,198.0,665.0
2024,Carina,Cagayan,4.0,2.0,6.0
2024,Carina,Camarines Sur,0.0,6.0,6.0
2024,Carina,Capiz,1.0,0.0,1.0
2024,Carina,Cavite,48.0,308.0,356.0
2024,Carina,Cebu,1.0,0.0,1.0
2024,Carina,Cotabato,1.0,1.0,2.0
2024,Carina,Davao Occidental,1.0,5.0,6.0
2024,Carina,Davao Oriental,5.0,4.0,9.0
2024,Carina,Ilocos Norte,0.0,12.0,12.0
2024,Carina,Ilocos Sur,4.0,88.0,92.0
2024,Carina,Iloilo,34.0,197.0,231.0
2024,Carina,La Union,7.0,493.0,500.0
2024,Carina,Laguna,1.0,67.0,68.0
2024,Carina,Misamis Oriental,1.0,3.0,4.0
2024,Carina,Negros Occidental,5.0,6.0,11.0
2024,Carina,Negros Oriental,3.0,2.0,1.0
2024,Carina,Nueva Vizcaya,0.0,34.0,34.0
2024,Carina,Occidental Mindoro,20.0,144.0,164.0
2024,Carina,Oriental Mindoro,5.0,101.0,106.0
2024,Carina,Palawan,5.0,104.0,109.0
2024,Carina,Pampanga,12.0,51.0,63.0
2024,Carina,Pangasinan,3.0,14.0,17.0
2024,Carina,Rizal,806.0,4874.0,5680.0
2024,Carina,Romblon,10.0,130.0,140.0
2024,Carina,Sorsogon,9.0,74.0,83.0
2024,Carina,Tarlac,8.0,105.0,113.0
2024,Carina,Zamboanga del Norte,9.0,3.0,12.0
2024,Carina,Zamboanga del Sur,0.0,2.0,2.0
2024,Enteng,Aurora,5.0,17.0,22.0
2024,Enteng,Batangas,3.0,30.0,33.0
2024,Enteng,Benguet,0.0,3.0,3.0
2024,Enteng,Bulacan,8.0,44.0,52.0
2024,Enteng,Camarines Norte,47.0,494.0,541.0
2024,Enteng,Camarines Sur,7.0,33.0,40.0
2024,Enteng,Cavite,9.0,6.0,15.0
2024,Enteng,Cebu,5.0,5.0,10.0
2024,Enteng,Ilocos Sur,1.0,15.0,16.0
2024,Enteng,La Union,0.0,3.0,3.0
2024,Enteng,Laguna,8.0,25.0,33.0
2024,Enteng,Masbate,0.0,2.0,2.0
2024,Enteng,Negros Occidental,0.0,2.0,2.0
2024,Enteng,Northern Samar,14.0,484.0,498.0
2024,Enteng,Pampanga,1.0,18.0,19.0
2024,Enteng,Pangasinan,1.0,2.0,3.0
2024,Enteng,Quezon,18.0,70.0,88.0
2024,Enteng,Rizal,362.0,735.0,1097.0
2024,Enteng,Sorsogon,9.0,5127.0,5136.0
2024,Enteng,Zambales,0.0,5.0,5.0
2024,Ferdie,Antique,3.0,15.0,18.0
2024,Ferdie,Camiguin,1.0,3.0,4.0
2024,Ferdie,Cotabato,1.0,2.0,3.0
2024,Ferdie,Davao Occidental,2.0,2.0,4.0
2024,Ferdie,Davao Oriental,0.0,1.0,1.0
2024,Ferdie,Lanao del Norte,0.0,47.0,47.0
2024,Ferdie,Misamis Oriental,0.0,1.0,1.0
2024,Ferdie,Negros Occidental,3.0,2.0,5.0
2024,Ferdie,Sarangani,0.0,4.0,4.0
2024,Ferdie,Sultan Kudarat,2.0,3.0,5.0
2024,Ferdie,Zamboanga del Norte,1.0,6.0,7.0
2024,Gener,Aklan,2.0,88.0,90.0
2024,Gener,Antique,14.0,51.0,65.0
2024,Gener,Basilan,5.0,18.0,23.0
2024,Gener,Bohol,0.0,1.0,1.0
2024,Gener,Camarines Sur,1.0,0.0,1.0
2024,Gener,Camiguin,7.0,48.0,55.0
2024,Gener,Dinagat Islands,0.0,11.0,11.0
2024,Gener,Iloilo,7.0,79.0,86.0
2024,Gener,Lanao del Norte,9.0,12.0,21.0
2024,Gener,Lanao del Sur,1.0,3.0,4.0
2024,Gener,Maguindanao del Norte,30.0,181.0,211.0
2024,Gener,Misamis Occidental,0.0,6.0,6.0
2024,Gener,Misamis Oriental,5.0,55.0,60.0
2024,Gener,Negros Occidental,13.0,99.0,112.0
2024,Gener,Negros Oriental,34.0,50.0,84.0
2024,Helen,Aklan,12.0,106.0,118.0
2024,Helen,Antique,18.0,56.0,74.0
2024,Helen,Davao Oriental,2.0,3.0,5.0
2024,Helen,Guimaras,1.0,11.0,12.0
2024,Helen,Iloilo,31.0,147.0,178.0
2024,Helen,Kalinga,0.0,1.0,1.0
2024,Helen,Misamis Occidental,0.0,3.0,3.0
2024,Helen,Misamis Oriental,9.0,131.0,140.0
